country,transaction_id,source,product_type,amount,transaction_date,customer_id,payment_method,shipping_address,discount_code,tax_amount,shipping_cost
China,745,online,groceries,7764.11,11/3/2021,118,debit card,179 Division Parkway,WELCOME15,280.1,18.83
,746,in-store,clothing,8139.0,4/25/2021,78,mobile payment,1 2nd Circle,SUMMER20,130.88,27.61
,747,mobile app,groceries,2431.98,6/28/2021,89,cash,87960 Forest Terrace,SUMMER20,122.71,10.72
Greece,748,online,electronics,2222.93,12/16/2021,73,credit card,7041 Esch Park,SALE10,10.29,48.56
Dominican Republic,749,mobile app,electronics,1137.18,6/5/2021,146,cash,6456 Sundown Road,SUMMER20,214.39,10.49
Indonesia,750,online,furniture,4933.86,1/18/2021,138,cash,2774 Dryden Plaza,WELCOME15,7.27,45.12
,751,online,electronics,6187.51,2/16/2021,18,credit card,7 South Court,SALE10,137.36,4.39
Russia,752,online,electronics,2737.8,2/16/2021,58,debit card,42771 Summerview Circle,SALE10,467.36,0.98
Indonesia,753,online,furniture,7563.63,4/19/2021,117,cash,84050 Hanson Point,SUMMER20,276.49,17.45
Slovenia,754,mobile app,groceries,122.2,3/5/2021,106,debit card,95 Linden Plaza,SALE10,448.73,6.22
China,755,in-store,electronics,7466.77,1/16/2021,89,cash,8 Mallard Center,WELCOME15,159.35,0.38
China,756,in-store,groceries,2659.21,8/13/2021,20,debit card,805 Talisman Court,SALE10,399.96,3.35
China,757,in-store,groceries,9078.22,11/5/2021,10,cash,19166 Buena Vista Terrace,WELCOME15,3.96,11.06
Nigeria,758,in-store,groceries,5654.7,5/25/2021,36,debit card,7084 Toban Plaza,SALE10,402.28,22.61
,759,online,electronics,3139.13,7/16/2021,32,debit card,7 Carioca Circle,WELCOME15,388.96,34.42
Anguilla,760,online,groceries,2313.96,1/19/2021,30,cash,0811 Lyons Crossing,WELCOME15,77.62,4.05
,761,mobile app,furniture,3592.32,3/30/2021,124,mobile payment,32 Arizona Avenue,SALE10,469.36,19.5
Greece,762,online,groceries,5989.43,8/19/2021,81,debit card,7812 Dahle Lane,WELCOME15,25.48,41.52
China,763,mobile app,electronics,603.46,2/9/2021,60,mobile payment,503 Stoughton Pass,SALE10,392.93,37.11
,764,online,furniture,9737.75,1/29/2021,79,debit card,16411 Mitchell Terrace,SUMMER20,461.06,10.56
Macedonia,765,in-store,groceries,7064.91,9/12/2021,121,debit card,12 Manufacturers Lane,SALE10,10.91,0.21
,766,online,groceries,1333.51,8/2/2021,99,mobile payment,145 North Road,SALE10,162.37,45.58
Indonesia,767,mobile app,groceries,2499.48,1/19/2021,13,mobile payment,09373 Kedzie Junction,SALE10,73.67,15.58
China,768,mobile app,furniture,1256.65,3/26/2021,126,debit card,8751 Clove Point,SUMMER20,426.88,18.3
China,769,mobile app,electronics,4830.41,10/10/2021,108,mobile payment,371 Bayside Center,WELCOME15,118.58,15.03
Colombia,770,in-store,groceries,3442.74,7/20/2021,66,debit card,4 American Ash Avenue,SALE10,174.72,23.38
Indonesia,771,in-store,groceries,3311.69,10/28/2021,31,cash,78 Sycamore Lane,WELCOME15,124.02,13.86
Philippines,772,mobile app,clothing,7197.89,2/21/2021,37,credit card,809 Artisan Junction,SALE10,407.52,34.73
Russia,773,online,furniture,7346.74,8/18/2021,22,credit card,1 Red Cloud Junction,SUMMER20,373.54,20.62
Indonesia,774,online,groceries,7427.98,12/8/2021,126,credit card,3 Ramsey Hill,SUMMER20,152.44,46.47
Armenia,775,mobile app,clothing,4313.48,7/26/2021,20,debit card,596 Chive Street,SALE10,215.31,4.12
,776,mobile app,groceries,4855.59,7/28/2021,79,credit card,18252 Straubel Drive,SUMMER20,127.39,8.06
,777,online,clothing,6537.19,4/14/2021,58,cash,529 Cordelia Point,SALE10,92.29,24.92
Portugal,778,in-store,electronics,8093.16,12/8/2021,138,debit card,784 Anzinger Terrace,SALE10,262.85,25.14
Philippines,779,mobile app,furniture,1642.3,8/25/2021,121,credit card,16 Buell Road,SUMMER20,80.94,40.47
Mexico,780,online,clothing,5253.13,9/24/2021,72,credit card,4762 Green Ridge Pass,SUMMER20,369.3,8.04
Czech Republic,781,online,clothing,9008.52,2/17/2021,71,cash,4670 Monica Crossing,SALE10,93.69,21.4
China,782,mobile app,furniture,8691.78,4/2/2021,93,credit card,321 Washington Terrace,SALE10,173.67,22.92
Japan,783,in-store,electronics,1593.66,1/5/2021,89,cash,1045 Larry Lane,SUMMER20,183.08,32.09
,784,in-store,groceries,2880.15,12/27/2021,127,credit card,2508 Blaine Place,WELCOME15,72.37,32.7
Russia,785,in-store,furniture,8142.67,11/10/2021,135,mobile payment,59 Eagle Crest Pass,SUMMER20,202.61,36.23
,786,mobile app,clothing,6937.39,6/23/2021,148,cash,9591 Macpherson Lane,WELCOME15,325.78,38.44
Russia,787,in-store,furniture,8082.65,9/2/2021,58,debit card,04 Badeau Parkway,SALE10,223.19,40.97
South Korea,788,mobile app,groceries,2074.13,7/19/2021,98,mobile payment,0 Farragut Alley,SUMMER20,244.09,5.35
,789,in-store,furniture,9744.76,4/13/2021,13,debit card,80190 Elmside Street,SALE10,358.16,7.5
Japan,790,mobile app,furniture,7048.79,2/6/2021,68,mobile payment,687 Buell Trail,SALE10,299.45,46.07
,791,mobile app,groceries,3548.45,12/16/2021,126,cash,695 Crest Line Lane,WELCOME15,395.97,49.05
,792,online,electronics,6428.23,12/18/2021,29,credit card,2175 Summerview Hill,SUMMER20,137.49,47.22
,793,in-store,clothing,245.71,7/31/2021,102,mobile payment,02 Comanche Drive,SALE10,155.87,9.23
,794,mobile app,clothing,299.9,2/27/2021,35,credit card,82 Fulton Lane,SALE10,246.83,18.54
Honduras,795,in-store,groceries,9944.0,5/28/2021,129,mobile payment,7457 Bartelt Plaza,SALE10,73.66,28.97
,796,in-store,furniture,864.17,5/9/2021,71,credit card,4584 Starling Hill,SUMMER20,277.38,31.36
Philippines,797,online,furniture,5835.91,12/16/2021,40,cash,4982 Warrior Pass,SUMMER20,44.69,27.63
,798,mobile app,clothing,3330.81,11/29/2021,6,cash,675 Duke Place,SUMMER20,266.41,44.35
,799,mobile app,clothing,1749.01,1/3/2021,140,mobile payment,44364 Starling Way,SUMMER20,354.47,1.13
Uruguay,800,online,groceries,7253.52,8/30/2021,98,debit card,798 Bartillon Avenue,WELCOME15,332.41,11.32
Brazil,801,in-store,groceries,638.25,9/9/2021,65,credit card,5739 Ruskin Trail,SUMMER20,152.51,32.7
China,802,mobile app,electronics,8594.01,8/16/2021,125,cash,228 Eastwood Alley,SUMMER20,227.14,31.1
,803,mobile app,clothing,503.39,3/23/2021,143,debit card,1 Springview Park,SALE10,452.27,26.05
,804,in-store,clothing,6993.96,10/9/2021,106,mobile payment,12 Carioca Court,SUMMER20,388.18,23.22
,805,mobile app,groceries,7746.62,10/6/2021,147,debit card,5 Oak Valley Alley,WELCOME15,155.07,24.32
Ukraine,806,mobile app,groceries,1309.0,9/10/2021,119,credit card,434 Luster Point,SALE10,482.66,34.87
Indonesia,807,in-store,electronics,2003.1,1/15/2021,87,mobile payment,2647 Spaight Court,WELCOME15,359.2,27.82
Japan,808,mobile app,furniture,5598.75,5/4/2021,12,mobile payment,21331 Sunfield Junction,SUMMER20,467.23,11.18
Portugal,809,online,clothing,7702.12,10/12/2021,77,mobile payment,65776 Talmadge Center,SALE10,475.08,30.76
Philippines,810,mobile app,electronics,3198.73,3/27/2021,120,credit card,5888 Everett Point,SUMMER20,36.01,6.73
,811,in-store,clothing,8384.92,10/21/2021,39,mobile payment,84125 Center Road,SUMMER20,310.99,49.06
,812,online,groceries,3991.02,3/21/2021,127,debit card,33057 Crowley Center,WELCOME15,176.46,0.88
China,813,in-store,clothing,296.32,1/2/2021,122,debit card,4 Surrey Trail,SALE10,334.28,19.18
Peru,814,mobile app,electronics,7386.12,7/19/2021,56,debit card,8471 David Street,WELCOME15,349.82,5.54
Philippines,815,online,furniture,1514.31,4/4/2021,88,mobile payment,3 Kipling Parkway,WELCOME15,157.17,32.88
Nepal,816,online,groceries,7096.55,8/8/2021,76,mobile payment,737 Hintze Drive,SALE10,363.2,47.37
Japan,817,online,electronics,6904.9,5/12/2021,77,mobile payment,683 Vahlen Park,WELCOME15,57.58,3.92
Nigeria,818,online,furniture,9668.61,5/26/2021,55,cash,689 Hauk Parkway,SUMMER20,37.88,42.29
Vietnam,819,mobile app,groceries,3199.39,9/2/2021,114,debit card,4 Graceland Drive,WELCOME15,467.9,34.11
Greece,820,mobile app,groceries,8453.59,10/16/2021,122,credit card,80433 Scoville Circle,SUMMER20,338.59,9.71
Serbia,821,in-store,electronics,2327.74,2/19/2021,135,debit card,3 Gale Court,SUMMER20,368.7,40.62
,822,online,furniture,5177.81,4/12/2021,106,credit card,6759 Morning Pass,SALE10,23.43,27.29
,823,online,groceries,2247.02,8/12/2021,83,mobile payment,4309 Kim Terrace,WELCOME15,157.38,34.26
China,824,in-store,groceries,8475.09,10/16/2021,35,debit card,53977 Duke Parkway,WELCOME15,113.48,17.37
Thailand,825,in-store,clothing,9692.72,11/26/2021,117,debit card,75 Ridgeview Avenue,SALE10,342.58,15.61
,826,in-store,clothing,3799.32,9/11/2021,66,credit card,0 Village Alley,SALE10,10.98,43.27
,827,mobile app,furniture,8461.65,7/18/2021,102,cash,965 Reindahl Avenue,SALE10,367.05,28.49
,828,mobile app,furniture,3668.15,10/14/2021,148,debit card,0159 Mcguire Terrace,SUMMER20,58.93,9.54
,829,in-store,clothing,5037.92,3/19/2021,4,credit card,7143 Northfield Hill,SALE10,417.81,1.39
,830,mobile app,furniture,9336.41,7/23/2021,26,cash,69 Lyons Street,WELCOME15,308.01,22.48
Czech Republic,831,in-store,furniture,9449.05,6/3/2021,88,debit card,5 Toban Trail,WELCOME15,73.07,24.57
Philippines,832,online,electronics,7687.39,10/11/2021,59,credit card,54708 Calypso Drive,SUMMER20,76.21,37.16
Venezuela,833,in-store,groceries,4947.42,3/3/2021,112,credit card,21302 Meadow Ridge Junction,SALE10,463.27,5.74
Colombia,834,in-store,groceries,3846.33,6/14/2021,39,mobile payment,70667 Golf Street,SALE10,155.98,40.73
China,835,online,groceries,411.7,4/8/2021,70,debit card,9603 Prentice Drive,SALE10,82.45,33.32
,836,online,electronics,9995.81,8/8/2021,18,debit card,52 Kensington Terrace,SALE10,337.36,47.04
Iran,837,online,groceries,2469.82,9/13/2021,125,debit card,8 Upham Junction,SALE10,249.71,47.81
,838,mobile app,clothing,831.67,10/27/2021,104,mobile payment,237 Birchwood Plaza,SUMMER20,404.53,28.26
Portugal,839,online,furniture,7386.65,9/10/2021,60,credit card,51 Darwin Trail,WELCOME15,180.39,24.07
Palestinian Territory,840,mobile app,electronics,638.83,6/24/2021,9,mobile payment,282 Veith Road,SUMMER20,443.47,38.03
China,841,in-store,groceries,8028.08,5/28/2021,51,mobile payment,0 Waywood Point,SALE10,453.28,32.21
,842,in-store,electronics,5167.49,5/24/2021,147,cash,1 Farragut Center,SALE10,381.09,47.12
,843,online,clothing,7673.74,7/4/2021,101,cash,414 Thierer Trail,SUMMER20,338.52,1.35
Ukraine,844,online,furniture,6956.85,5/6/2021,130,debit card,95 Dunning Street,SUMMER20,326.17,31.79
,845,mobile app,groceries,8325.92,6/28/2021,80,mobile payment,16 Macpherson Parkway,WELCOME15,54.67,49.97
Japan,846,mobile app,groceries,9424.16,9/19/2021,114,credit card,5 Kingsford Plaza,SUMMER20,282.42,47.66
Democratic Republic of the Congo,847,in-store,furniture,4437.77,12/9/2021,50,credit card,552 Oakridge Street,SUMMER20,213.36,44.02
Bangladesh,848,mobile app,furniture,513.12,9/6/2021,126,mobile payment,8897 Kenwood Junction,SALE10,472.14,2.66
Philippines,849,in-store,clothing,6339.2,1/31/2021,59,cash,2614 Russell Circle,SUMMER20,84.93,40.3
Mozambique,850,in-store,groceries,9742.9,7/19/2021,60,credit card,95602 Brickson Park Drive,SUMMER20,283.01,44.14
China,851,in-store,groceries,5778.6,12/28/2021,73,mobile payment,533 Sunnyside Park,WELCOME15,393.64,10.43
Canada,852,mobile app,groceries,3232.51,11/10/2021,76,cash,5474 Melvin Hill,SUMMER20,391.0,47.27
Austria,853,online,furniture,4962.33,8/23/2021,52,credit card,452 Jay Parkway,WELCOME15,22.83,33.41
Greece,854,in-store,electronics,2687.33,7/4/2021,145,credit card,610 Pennsylvania Way,SALE10,498.71,14.7
Iran,855,online,electronics,9967.46,10/16/2021,73,debit card,309 Clemons Alley,SALE10,459.89,41.76
Indonesia,856,in-store,furniture,7860.66,3/26/2021,34,credit card,97 Shelley Hill,SALE10,239.18,47.9
China,857,in-store,electronics,5682.39,11/22/2021,18,mobile payment,0 Vermont Lane,WELCOME15,30.94,24.42
Palestinian Territory,858,in-store,clothing,534.21,4/29/2021,125,credit card,528 Lindbergh Center,SALE10,199.18,32.67
Portugal,859,in-store,furniture,8053.99,8/26/2021,91,cash,19 Esker Drive,WELCOME15,342.76,36.36
Philippines,860,in-store,clothing,2151.85,1/3/2021,11,credit card,2 Tennessee Trail,WELCOME15,84.23,43.66
,861,mobile app,clothing,656.32,12/20/2021,97,credit card,89718 Dennis Circle,SUMMER20,336.11,6.33
,862,in-store,clothing,5430.99,1/26/2021,4,mobile payment,83537 North Point,SALE10,455.03,12.94
,863,online,clothing,7410.0,3/24/2021,10,mobile payment,9 Gerald Avenue,WELCOME15,242.01,34.32
China,864,in-store,electronics,1733.01,1/31/2021,65,mobile payment,246 Heffernan Terrace,WELCOME15,459.17,40.2
,865,in-store,clothing,754.45,9/17/2021,123,mobile payment,7 Orin Plaza,SALE10,305.27,37.09
Russia,866,mobile app,furniture,267.41,7/3/2021,3,mobile payment,82787 Twin Pines Pass,WELCOME15,452.07,35.71
,867,in-store,furniture,7100.05,3/6/2021,103,mobile payment,8602 Kings Point,SALE10,406.58,6.34
France,868,in-store,electronics,4628.09,5/13/2021,138,debit card,0 Rusk Drive,WELCOME15,450.54,43.76
Bosnia and Herzegovina,869,mobile app,furniture,635.48,4/12/2021,38,debit card,5160 Graedel Center,SALE10,417.88,9.78
,870,in-store,groceries,9397.81,7/19/2021,30,credit card,49813 Corben Pass,SUMMER20,195.74,7.9
Sweden,871,in-store,groceries,1374.23,4/27/2021,23,credit card,8885 Maryland Lane,SUMMER20,428.77,28.62
Russia,872,in-store,electronics,7696.12,11/21/2021,81,cash,84306 Helena Point,WELCOME15,176.91,42.41
Democratic Republic of the Congo,873,in-store,electronics,7222.11,1/31/2021,71,mobile payment,4399 Blue Bill Park Avenue,SUMMER20,86.67,48.43
Azerbaijan,874,online,groceries,7063.52,9/16/2021,117,cash,53081 Ohio Parkway,WELCOME15,75.88,4.43
Indonesia,875,online,groceries,5973.2,2/10/2021,71,cash,18597 Daystar Circle,SUMMER20,129.61,34.75
,876,mobile app,furniture,256.33,4/3/2021,21,mobile payment,8545 Hauk Park,SUMMER20,457.45,24.61
Norway,877,mobile app,groceries,5572.66,12/22/2021,26,credit card,9576 Hovde Plaza,WELCOME15,27.59,37.34
Russia,878,in-store,groceries,8821.58,8/17/2021,67,debit card,8 Harper Point,WELCOME15,222.64,39.38
Belarus,879,in-store,clothing,7709.45,5/7/2021,117,cash,42 Hollow Ridge Point,WELCOME15,491.37,17.79
Philippines,880,in-store,furniture,8645.84,1/17/2021,2,mobile payment,0 Packers Center,SALE10,70.71,32.09
Mexico,881,mobile app,furniture,47.78,9/18/2021,112,mobile payment,4 Algoma Point,SALE10,53.46,16.54
Indonesia,882,online,electronics,5882.73,9/6/2021,143,debit card,8080 Dapin Road,WELCOME15,323.9,17.48
,883,in-store,groceries,9353.19,10/15/2021,38,debit card,68872 Lien Trail,SALE10,447.33,9.5
,884,mobile app,furniture,5218.69,11/14/2021,43,debit card,05 Pawling Point,SALE10,188.84,27.87
United States,885,online,electronics,9889.4,12/19/2021,38,credit card,788 Bultman Alley,SUMMER20,277.84,18.6
Russia,886,online,groceries,4914.37,7/1/2021,96,mobile payment,090 Dakota Center,WELCOME15,239.96,9.04
,887,online,clothing,7679.08,9/30/2021,96,credit card,21 Upham Way,WELCOME15,56.5,39.86
Brazil,888,in-store,groceries,8873.59,2/9/2021,18,credit card,6 Truax Road,WELCOME15,262.55,48.39
Uganda,889,mobile app,furniture,8078.29,9/23/2021,62,cash,403 Comanche Court,SUMMER20,3.09,25.03
Russia,890,online,clothing,2259.12,11/20/2021,46,mobile payment,0707 Pearson Place,SALE10,353.23,13.1
China,891,online,clothing,1737.43,9/18/2021,4,cash,1456 Shoshone Way,SUMMER20,137.81,27.57
Indonesia,892,online,groceries,6051.44,12/8/2021,70,mobile payment,3 Evergreen Center,WELCOME15,122.55,6.22
Japan,893,mobile app,groceries,2295.71,10/19/2021,75,credit card,4127 Fordem Avenue,SUMMER20,211.11,8.0
,894,online,furniture,7262.56,4/15/2021,85,cash,2 Loftsgordon Parkway,SUMMER20,139.04,21.97
Bermuda,895,online,clothing,3096.56,6/14/2021,125,mobile payment,73300 Division Center,SALE10,327.97,6.41
Panama,896,mobile app,electronics,1692.51,5/4/2021,67,credit card,2 Dwight Trail,SALE10,476.86,41.34
El Salvador,897,in-store,electronics,7780.03,9/26/2021,52,cash,6093 Doe Crossing Pass,SUMMER20,442.32,43.5
Indonesia,898,online,clothing,6308.84,10/2/2021,133,cash,15539 Laurel Trail,WELCOME15,259.51,27.75
Finland,899,in-store,furniture,7359.76,11/3/2021,1,cash,04 Eastwood Center,SALE10,132.56,41.84
,900,mobile app,clothing,9574.97,6/7/2021,113,debit card,90609 Fordem Alley,SUMMER20,25.46,38.65
Botswana,901,online,electronics,5614.41,7/21/2021,146,mobile payment,791 Monterey Street,WELCOME15,198.13,45.61
Russia,902,online,furniture,3291.71,10/26/2021,103,mobile payment,843 Village Parkway,SALE10,253.45,4.77
,903,mobile app,clothing,6346.45,8/16/2021,35,cash,58 Hayes Trail,WELCOME15,289.1,9.34
,904,online,furniture,235.48,12/29/2021,147,cash,060 Victoria Circle,SUMMER20,425.1,8.73
,905,mobile app,furniture,1854.01,10/10/2021,22,debit card,7 Knutson Point,SALE10,40.73,9.86
,906,online,electronics,282.17,7/4/2021,67,cash,21670 Morrow Junction,SUMMER20,477.88,48.62
Morocco,907,online,clothing,3012.02,9/10/2021,116,cash,0 Rowland Court,SUMMER20,73.06,37.37
,908,in-store,groceries,2448.55,11/20/2021,83,cash,38 Sauthoff Road,SALE10,369.28,30.29
,909,online,electronics,3033.82,8/12/2021,15,cash,51121 Chinook Court,SUMMER20,421.66,7.28
,910,in-store,clothing,349.46,4/15/2021,150,mobile payment,0325 Waywood Avenue,SALE10,451.51,20.79
China,911,in-store,groceries,3358.53,4/3/2021,15,debit card,9 Cordelia Lane,SUMMER20,310.98,25.29
,912,mobile app,groceries,3400.42,4/18/2021,149,credit card,26663 Anzinger Avenue,WELCOME15,34.27,43.32
Peru,913,in-store,clothing,4224.68,7/20/2021,18,cash,4 Bartelt Avenue,SUMMER20,155.7,22.23
Argentina,914,in-store,groceries,5744.68,11/19/2021,134,credit card,26128 Bayside Court,SALE10,399.57,25.26
South Africa,915,online,furniture,623.57,8/29/2021,124,debit card,8262 Kedzie Plaza,WELCOME15,54.27,7.13
Sweden,916,in-store,clothing,1914.61,5/1/2021,87,debit card,210 Milwaukee Lane,SUMMER20,134.56,19.71
,917,in-store,furniture,5095.95,6/17/2021,1,debit card,24059 Wayridge Pass,SALE10,200.56,10.64
Colombia,918,mobile app,furniture,9139.31,9/29/2021,106,cash,4 Havey Way,WELCOME15,426.39,19.83
Thailand,919,in-store,furniture,1605.46,1/13/2021,130,debit card,9 Kinsman Point,WELCOME15,169.75,29.82
Brazil,920,mobile app,electronics,1007.29,1/17/2021,44,debit card,331 Melvin Parkway,SUMMER20,446.05,12.39
Russia,921,online,clothing,5165.08,3/1/2021,55,cash,3 Scott Lane,SALE10,452.9,36.67
,922,in-store,groceries,603.53,3/22/2021,141,debit card,49806 Knutson Drive,SALE10,450.47,43.09
Spain,923,in-store,furniture,8478.47,2/3/2021,131,debit card,897 Jana Plaza,WELCOME15,203.66,10.72
Poland,924,mobile app,electronics,311.94,10/2/2021,26,debit card,6 Hoard Lane,SUMMER20,262.77,43.1
Japan,925,in-store,furniture,8415.39,12/29/2021,83,debit card,72 Crowley Lane,SUMMER20,419.63,34.9
China,926,online,clothing,2883.38,6/17/2021,43,debit card,31 Nobel Terrace,WELCOME15,466.54,13.19
,927,in-store,clothing,8516.56,9/14/2021,113,cash,910 Spenser Hill,WELCOME15,277.9,33.23
Morocco,928,online,clothing,2571.9,2/3/2021,102,mobile payment,70309 Doe Crossing Court,WELCOME15,105.82,25.29
United States,929,mobile app,clothing,4260.73,4/7/2021,17,debit card,584 Larry Lane,WELCOME15,425.12,20.14
Sweden,930,online,clothing,5731.26,10/29/2021,94,mobile payment,39 Melrose Court,SUMMER20,335.9,6.25
Philippines,931,online,clothing,9432.51,5/24/2021,52,cash,5645 Carberry Parkway,WELCOME15,298.97,7.73
Sweden,932,in-store,groceries,7024.93,8/5/2021,55,debit card,854 Logan Crossing,SUMMER20,379.07,33.87
,933,mobile app,groceries,8750.54,4/2/2021,97,cash,94 Sugar Crossing,SUMMER20,26.53,37.31
Poland,934,in-store,electronics,7999.22,6/29/2021,15,debit card,8 Eastwood Circle,SALE10,408.33,29.71
,935,mobile app,electronics,7562.84,11/13/2021,54,credit card,29805 Roth Way,SUMMER20,210.98,27.64
Sint Maarten,936,in-store,groceries,1697.91,11/7/2021,74,credit card,692 Kipling Lane,SUMMER20,247.11,4.32
Nigeria,937,in-store,clothing,2241.49,4/2/2021,67,mobile payment,16 Parkside Place,SALE10,74.58,38.16
Colombia,938,in-store,electronics,6646.75,7/12/2021,41,mobile payment,0 Monica Center,SALE10,335.85,49.39
China,939,online,clothing,1246.1,4/27/2021,80,mobile payment,73944 Bashford Way,SALE10,487.19,13.52
,940,in-store,groceries,76.01,2/10/2021,113,debit card,48908 Bartillon Crossing,SUMMER20,60.79,21.99
Ukraine,941,online,furniture,3280.35,1/1/2021,30,mobile payment,87179 Clyde Gallagher Way,SUMMER20,308.05,49.26
Philippines,942,mobile app,furniture,9825.54,4/8/2021,55,mobile payment,08507 Scoville Road,SALE10,200.78,43.73
Russia,943,mobile app,furniture,7995.97,9/10/2021,10,debit card,15458 Rockefeller Street,WELCOME15,295.13,5.71
,944,mobile app,groceries,8495.94,6/9/2021,105,credit card,8219 Marcy Street,SUMMER20,168.49,10.41
China,945,online,furniture,6533.91,5/17/2021,92,mobile payment,2993 Transport Parkway,WELCOME15,443.04,24.29
Macedonia,946,mobile app,furniture,9313.75,9/24/2021,64,mobile payment,2 Fuller Way,SUMMER20,277.64,35.65
,947,mobile app,groceries,6142.03,4/11/2021,64,credit card,6477 Cardinal Avenue,SALE10,405.22,4.72
Finland,948,mobile app,furniture,431.79,12/1/2021,143,cash,8372 Rigney Lane,WELCOME15,76.6,43.71
Isle of Man,949,online,clothing,5657.32,7/6/2021,58,cash,717 Fallview Circle,SALE10,371.38,7.3
,950,mobile app,electronics,2242.98,12/15/2021,134,cash,9444 Dorton Alley,WELCOME15,431.58,36.85
Poland,951,mobile app,furniture,3249.9,6/24/2021,105,cash,16 Superior Way,SALE10,55.47,28.88
China,952,mobile app,groceries,8195.17,4/4/2021,66,credit card,54 Rutledge Point,SUMMER20,226.62,33.41
China,953,online,groceries,1267.87,10/7/2021,125,cash,344 Stang Point,SALE10,189.73,5.73
Philippines,954,in-store,electronics,7959.05,8/20/2021,56,mobile payment,16 Shelley Court,WELCOME15,195.6,34.45
Ukraine,955,mobile app,electronics,8142.3,3/20/2021,75,cash,80 Shasta Center,WELCOME15,115.42,4.43
United States,956,online,furniture,5135.28,2/27/2021,99,cash,3 Drewry Lane,SALE10,391.51,24.74
Malaysia,957,online,electronics,2594.71,10/21/2021,36,cash,5 Dexter Hill,WELCOME15,485.25,27.43
Czech Republic,958,mobile app,clothing,179.42,4/2/2021,123,debit card,72660 Duke Avenue,SUMMER20,379.43,5.48
China,959,online,furniture,8505.71,6/7/2021,67,debit card,615 Monument Trail,SALE10,253.57,36.9
United States,960,mobile app,clothing,9679.68,6/25/2021,61,debit card,61 Meadow Vale Lane,WELCOME15,215.99,10.47
Mexico,961,mobile app,furniture,6335.96,10/4/2021,91,credit card,49438 Dakota Center,SALE10,12.43,36.34
Egypt,962,online,groceries,5397.48,2/21/2021,8,mobile payment,2 Porter Park,WELCOME15,241.24,0.79
Japan,963,in-store,clothing,5040.95,3/16/2021,111,cash,0 Eastwood Trail,SUMMER20,297.5,49.37
Tanzania,964,in-store,groceries,447.0,2/9/2021,22,credit card,6358 Dunning Way,SUMMER20,76.09,37.77
,965,in-store,groceries,8057.36,10/18/2021,27,cash,89 Independence Hill,SUMMER20,377.17,19.05
,966,online,electronics,1507.25,4/6/2021,61,debit card,5309 Northwestern Lane,WELCOME15,149.61,28.15
China,967,mobile app,clothing,4381.4,10/10/2021,72,debit card,684 Jenifer Street,SALE10,98.63,14.89
United States,968,online,electronics,3435.04,10/26/2021,116,cash,1880 Maple Point,SUMMER20,204.85,10.76
,969,mobile app,groceries,9399.25,12/13/2021,141,debit card,7968 Sundown Place,WELCOME15,152.6,2.3
China,970,online,groceries,3686.05,11/27/2021,39,debit card,544 Service Park,SALE10,4.68,14.26
China,971,online,electronics,3775.2,9/22/2021,137,debit card,971 3rd Court,SALE10,367.58,12.92
Poland,972,in-store,furniture,4494.85,4/27/2021,107,credit card,80 Schurz Point,WELCOME15,137.06,33.91
Vietnam,973,online,furniture,3676.08,10/29/2021,13,debit card,667 Coleman Junction,WELCOME15,495.19,48.03
,974,online,furniture,7634.51,9/8/2021,36,debit card,3457 Arizona Junction,WELCOME15,234.35,25.59
Indonesia,975,mobile app,furniture,4501.79,9/5/2021,112,mobile payment,0 Pearson Circle,WELCOME15,305.2,2.62
Philippines,976,online,groceries,7603.67,5/5/2021,86,mobile payment,4243 Mariners Cove Way,SUMMER20,221.75,2.84
United States,977,mobile app,electronics,1839.26,7/5/2021,7,credit card,98783 Esker Trail,SUMMER20,171.89,3.07
Portugal,978,in-store,groceries,9151.31,10/29/2021,6,debit card,729 Northwestern Way,WELCOME15,146.95,4.29
China,979,in-store,clothing,9440.49,11/11/2021,91,cash,885 School Plaza,SALE10,244.89,6.51
,980,mobile app,electronics,6711.53,1/23/2021,91,mobile payment,4408 Carioca Pass,SUMMER20,205.45,28.47
Philippines,981,in-store,clothing,1656.03,6/5/2021,73,credit card,93 Stone Corner Place,SUMMER20,125.93,15.66
Philippines,982,online,clothing,4025.23,8/9/2021,148,debit card,05 Harbort Place,SUMMER20,215.17,30.71
Nigeria,983,mobile app,groceries,5274.71,3/15/2021,141,credit card,748 Macpherson Center,WELCOME15,462.14,30.91
,984,in-store,groceries,9418.88,6/25/2021,25,cash,491 Dorton Way,SUMMER20,40.43,20.47
,985,mobile app,furniture,260.49,1/16/2021,102,cash,51 Jenna Hill,WELCOME15,393.76,13.38
Russia,986,online,furniture,3991.19,1/12/2021,149,debit card,3348 Farmco Parkway,SALE10,312.69,40.76
,987,mobile app,groceries,3707.47,12/1/2021,83,mobile payment,0 Schmedeman Drive,WELCOME15,404.26,0.31
Peru,988,in-store,furniture,5663.26,6/25/2021,35,credit card,652 Shopko Plaza,SUMMER20,343.29,22.81
China,989,online,clothing,3725.71,11/1/2021,7,mobile payment,1706 Warbler Street,SALE10,417.9,26.61
Serbia,990,online,electronics,738.72,4/16/2021,142,debit card,69 Arkansas Alley,SUMMER20,185.53,26.35
,991,online,groceries,7459.56,10/27/2021,145,credit card,6041 Hermina Parkway,SALE10,341.73,8.09
Japan,992,online,furniture,7810.61,5/11/2021,115,mobile payment,4550 Spenser Park,WELCOME15,162.5,42.9
